Card Set,Number,Player,Team,Seq.
Base,1,Aaron Rodgers,Green Bay Packers,
Base,2,Eric Ebron,Detroit Lions,
Base,3,A.J. Green,Cincinnati Bengals,
Base,4,Kirk Cousins,Washington Redskins,
Base,5,Odell Beckham Jr.,New York Giants,
Base,6,Carlos Hyde,San Francisco 49ers,
Base,7,Antonio Gates,Los Angeles Chargers,
Base,8,Matt Ryan,Atlanta Falcons,
Base,9,Frank Gore,Indianapolis Colts,
Base,10,Aaron Donald,Los Angeles Rams,
Base,11,Larry Fitzgerald,Arizona Cardinals,
Base,12,Ezekiel Elliott,Dallas Cowboys,
Base,13,Duke Johnson,Cleveland Browns,
Base,14,Cody Kessler,Cleveland Browns,
Base,15,Breshad Perriman,Baltimore Ravens,
Base,16,Julius Thomas,Miami Dolphins,
Base,17,Emmanuel Sanders,Denver Broncos,
Base,18,Derrick Henry,Tennessee Titans,
Base,19,Jimmy Graham,Seattle Seahawks,
Base,20,Phillip Dorsett,Indianapolis Colts,
Base,21,Terrelle Pryor Sr.,Washington Redskins,
Base,22,LeGarrette Blount,Philadelphia Eagles,
Base,23,Jay Ajayi,Miami Dolphins,
Base,24,Tyrell Williams,Los Angeles Chargers,
Base,25,David Johnson,Arizona Cardinals,
Base,26,Cole Beasley,Dallas Cowboys,
Base,27,Zach Ertz,Philadelphia Eagles,
Base,28,T.J. Yeldon,Jacksonville Jaguars,
Base,29,Adam Thielen,Minnesota Vikings,
Base,30,Joey Bosa,Los Angeles Chargers,
Base,31,Eddie Lacy,Seattle Seahawks,
Base,32,Willie Snead,New Orleans Saints,
Base,33,Tom Brady,New England Patriots,
Base,34,Ty Montgomery,Green Bay Packers,
Base,35,DeVante Parker,Miami Dolphins,
Base,36,Vance McDonald,San Francisco 49ers,
Base,37,DeMarco Murray,Tennessee Titans,
Base,38,Allen Hurns,Jacksonville Jaguars,
Base,39,Gerald McCoy,Tampa Bay Buccaneers,
Base,40,Michael Crabtree,Oakland Raiders,
Base,41,Matthew Stafford,Detroit Lions,
Base,42,Devonta Freeman,Atlanta Falcons,
Base,43,Tyrann Mathieu,Arizona Cardinals,
Base,44,Keenan Allen,Los Angeles Chargers,
Base,45,Chandler Jones,Arizona Cardinals,
Base,46,Charles Clay,Buffalo Bills,
Base,47,Torrey Smith,Philadelphia Eagles,
Base,48,Cam Newton,Carolina Panthers,
Base,49,Jadeveon Clowney,Houston Texans,
Base,50,Cameron Meredith,Chicago Bears,
Base,51,Will Fuller V,Houston Texans,
Base,52,Luke Kuechly,Carolina Panthers,
Base,53,Brandin Cooks,New England Patriots,
Base,54,Tom Savage,Houston Texans,
Base,55,Rishard Matthews,Tennessee Titans,
Base,56,Kelvin Benjamin,Carolina Panthers,
Base,57,Marquise Goodwin,San Francisco 49ers,
Base,58,Tevin Coleman,Atlanta Falcons,
Base,59,Jared Goff,Los Angeles Rams,
Base,60,Kenny Britt,Cleveland Browns,
Base,61,Adrian Peterson,New Orleans Saints,
Base,62,Julio Jones,Atlanta Falcons,
Base,63,Laquon Treadwell,Minnesota Vikings,
Base,64,Von Miller,Denver Broncos,
Base,65,Marqise Lee,Jacksonville Jaguars,
Base,66,Chris Hogan,New England Patriots,
Base,67,Dak Prescott,Dallas Cowboys,
Base,68,Mike Evans,Tampa Bay Buccaneers,
Base,69,Jason Witten,Dallas Cowboys,
