BASE,,,
BASE CARDS,,,
1,Kris Bryant,Chicago Cubs®,
2,Jesse Winker,Cincinnati Reds®,Rookie
3,Paul Goldschmidt,Arizona Diamondbacks®,
4,Zack Greinke,Arizona Diamondbacks®,
5,Albert Pujols,Angels®,
6,Alex Reyes,St. Louis Cardinals®,Rookie
7,Byron Buxton,Minnesota Twins®,
8,Ichiro,Miami Marlins®,
9,Miguel Cabrera,Detroit Tigers®,
10,Sonny Gray,Oakland AthleticsTM,
11,Wil Myers,San Diego PadresTM,
12,Alex Bregman,Houston Astros®,Rookie
13,David Ortiz,Boston Red Sox®,
14,Robinson Cano,Seattle MarinersTM,
15,Chris Sale,Boston Red Sox®,
16,Stephen Piscotty,St. Louis Cardinals®,
17,Masahiro Tanaka,New York Yankees®,
18,Joe Jimenez,Detroit Tigers®,Rookie
19,Justin Verlander,Detroit Tigers®,
20,Andrew Miller,Cleveland Indians®,
21,Kyle Schwarber,Chicago Cubs®,
22,Jharel Cotton,Oakland AthleticsTM,Rookie
23,Francisco Lindor,Cleveland Indians®,
24,Cole Hamels,Texas Rangers®,
25,Corey Seager,Los Angeles Dodgers®,
26,Xander Bogaerts,Boston Red Sox®,
27,Cody Bellinger,Los Angeles Dodgers®,Rookie
28,Ryan Braun,Milwaukee BrewersTM,
29,Christian Arroyo,San Francisco Giants®,Rookie
30,Ryon Healy,Oakland AthleticsTM,Rookie
31,David Dahl,Colorado RockiesTM,Rookie
32,Jose Quintana,Chicago White Sox®,
33,Jacob deGrom,New York Mets®,
34,Salvador Perez,Kansas City Royals®,
35,Manny Machado,Baltimore Orioles®,
36,Yoenis Cespedes,New York Mets®,
37,Maikel Franco,Philadelphia Phillies®,
38,Adam Duvall,Cincinnati Reds®,
39,Jose Bautista,Toronto Blue Jays®,
40,Mark Melancon,San Francisco Giants®,
41,Corey Kluber,Cleveland Indians®,
42,Mitch Haniger,Seattle MarinersTM,Rookie
43,Carson Fulmer,Chicago White Sox®,Rookie
44,Jordan Montgomery,New York Yankees®,Rookie
45,Joe Musgrove,Houston Astros®,Rookie
46,Felix Hernandez,Seattle MarinersTM,
47,Zach Britton,Baltimore Orioles®,
48,Anthony Rizzo,Chicago Cubs®,
49,Rougned Odor,Texas Rangers®,

50,Yoan Moncada,Chicago White Sox®,Rookie
51,Josh Donaldson,Toronto Blue Jays®,
52,Trea Turner,Washington Nationals®,
53,Manny Margot,San Diego PadresTM,Rookie
54,Brian Dozier,Minnesota Twins®,
55,Trevor Story,Colorado RockiesTM,
56,Aaron Judge,New York Yankees®,Rookie
57,Yulieski Gurriel,Houston Astros®,Rookie
58,Michael Fulmer,Detroit Tigers®,
59,Braden Shipley,Arizona Diamondbacks®,Rookie
60,Odubel Herrera,Philadelphia Phillies®,
61,Jeff Hoffman,Colorado RockiesTM,Rookie
62,Joey Votto,Cincinnati Reds®,
63,Mookie Betts,Boston Red Sox®,
64,Gary Sanchez,New York Yankees®,
65,Aroldis Chapman,New York Yankees®,
66,Giancarlo Stanton,Miami Marlins®,
67,Noah Syndergaard,New York Mets®,
68,Andrew Benintendi,Boston Red Sox®,Rookie
